,EID,confidence,countryCode,focus,lat,lon,name,population
1,2-s2.0-33745332983,,EC,major,-1.25,-78.25,Republic of Ecuador,14790608
0,2-s2.0-84884572899,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-84884572899,,BR,minor,-20.39484,-43.50517,Ouro Preto,63678
2,2-s2.0-84884572899,,BR,minor,-20.39484,-43.50517,Ouro Preto,63678
3,2-s2.0-84884572899,,IN,minor,23.52629,73.76363,Pīth,0
0,2-s2.0-84875671566,,,minor,-14.60485,-57.65625,South America,385742554
1,2-s2.0-84875671566,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
2,2-s2.0-84875671566,,BR,minor,-23.43389,-45.07111,Ubatuba,79007
3,2-s2.0-84875671566,,BR,minor,-23.37694,-44.83806,Picinguaba,0
4,2-s2.0-84875671566,,BR,minor,-23.5475,-46.63611,São Paulo,10021295
0,2-s2.0-84884262206,,,,,,,
2,2-s2.0-85021224966,,MX,major,23.0,-102.0,Mexico,112468855.0
0,2-s2.0-85021224966,,EC,major,-1.25,-78.25,Republic of Ecuador,14790608.0
1,2-s2.0-85021224966,,MX,minor,16.86278,-92.63583,Choco,130.0
0,2-s2.0-84996636826,,,,,,,
0,2-s2.0-84878870612,,MX,major,23.0,-102.0,Mexico,112468855
1,2-s2.0-84878870612,,MX,minor,20.97537,-89.61696,Mérida,717175
2,2-s2.0-84878870612,,MX,minor,20.75,-88.83333,Estado de Yucatán,1761761
3,2-s2.0-84878870612,,IN,minor,27.29941,81.73395,Randia Tāl,0
1,2-s2.0-60449090701,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-60449090701,,US,minor,28.75054,-82.5001,Florida,17671452.0
5,2-s2.0-54249101742,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-54249101742,,MX,minor,23.0,-102.0,Mexico,112468855.0
1,2-s2.0-54249101742,,PE,minor,-10.0,-75.25,Republic of Peru,29907003.0
2,2-s2.0-54249101742,,BR,minor,-10.0,-55.0,Federative Republic of Brazil,201103330.0
3,2-s2.0-54249101742,,US,minor,28.75054,-82.5001,Florida,17671452.0
4,2-s2.0-54249101742,,US,minor,28.75054,-82.5001,Florida,17671452.0
0,2-s2.0-67649429438,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-67649429438,,MX,minor,23.0,-102.0,Mexico,112468855
2,2-s2.0-67649429438,,US,minor,28.75054,-82.5001,Florida,17671452
3,2-s2.0-67649429438,,US,minor,28.75054,-82.5001,Florida,17671452
4,2-s2.0-67649429438,,PR,minor,18.20107,-67.13962,Mayagüez,78647
0,2-s2.0-33747072038,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-33747072038,,US,minor,28.75054,-82.5001,Florida,17671452
2,2-s2.0-33747072038,,US,minor,28.75054,-82.5001,Florida,17671452
3,2-s2.0-33747072038,,US,minor,28.75054,-82.5001,Florida,17671452
4,2-s2.0-33747072038,,US,minor,28.75054,-82.5001,Florida,17671452
5,2-s2.0-33747072038,,MX,minor,19.64778,-101.17167,Residencial Mesoamérica,8
0,2-s2.0-84994351513,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-84994351513,,BR,minor,-3.75,-64.5,Amazonas,3480937
2,2-s2.0-84994351513,,BR,minor,-3.10194,-60.025,Manaus,1598210
3,2-s2.0-84994351513,,BR,minor,-23.5475,-46.63611,São Paulo,10021295
4,2-s2.0-84994351513,,BR,minor,-18.91861,-48.27722,Uberlândia,563536
5,2-s2.0-84994351513,,BR,minor,-18.91861,-48.27722,Uberlândia,563536
6,2-s2.0-84994351513,,BR,minor,-18.91861,-48.27722,Uberlândia,563536
7,2-s2.0-84994351513,,BR,minor,-18.91861,-48.27722,Uberlândia,563536
0,2-s2.0-84896901938,,,,,,,
0,2-s2.0-80053459877,,,,,,,
0,2-s2.0-0035705104,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-85043488688,,VE,major,8.0,-66.0,Bolivarian Republic of Venezuela,27223228
1,2-s2.0-85043488688,,VE,minor,5.66049,-67.58343,Puerto Ayacucho,52526
2,2-s2.0-85043488688,,CA,minor,50.79753,-126.37264,Mount Dunsterville,0
0,2-s2.0-84857629191,,US,major,39.76,-98.5,United States,310232863
0,2-s2.0-0024875352,,PE,major,-10.0,-75.25,Republic of Peru,29907003
0,2-s2.0-84931089520,,,,,,,
2,2-s2.0-84860416224,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330.0
0,2-s2.0-84860416224,,BR,minor,-22.90556,-47.06083,Campinas,1031554.0
1,2-s2.0-84860416224,,BR,minor,-0.16667,-49.0,Amazon River,0.0
3,2-s2.0-84935478147,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330.0
0,2-s2.0-84935478147,,BR,minor,-0.16667,-49.0,Amazon River,0.0
1,2-s2.0-84935478147,,BR,minor,-22.98346,-43.19304,South American Copacabana Hotel,0.0
2,2-s2.0-84935478147,,BR,minor,-22.98346,-43.19304,South American Copacabana Hotel,0.0
0,2-s2.0-84940833161,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-84940833161,,BR,minor,-12.73516,-51.71456,Ribeirão Cascalheira,8880
2,2-s2.0-84940833161,,BR,minor,-0.16667,-49.0,Amazon River,0
0,2-s2.0-84884943483,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-84884943483,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-84869074125,,PH,major,13.0,122.0,Republic of the Philippines,99900177.0
0,2-s2.0-84869074125,,PH,minor,18.11667,121.4,Flora,17391.0
0,2-s2.0-79960375095,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-79960375095,,BR,minor,-7.115,-34.86306,João Pessoa,650883
0,2-s2.0-0037314259,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-0037314259,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
2,2-s2.0-0037314259,,BR,minor,-22.90556,-47.06083,Campinas,1031554
3,2-s2.0-0037314259,,BR,minor,-23.5475,-46.63611,São Paulo,10021295
0,2-s2.0-77956512490,,,,,,,
2,2-s2.0-84928009434,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-84928009434,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330.0
1,2-s2.0-84928009434,,US,minor,41.4036,-95.01388,Atlantic,6833.0
0,2-s2.0-0032717971,,,,,,,
0,2-s2.0-84954325794,,IN,minor,22.0,79.0,Republic of India,1173108018
1,2-s2.0-84954325794,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
2,2-s2.0-84954325794,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
3,2-s2.0-84954325794,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
4,2-s2.0-84954325794,,PK,minor,30.19679,71.47824,Multan,1437230
5,2-s2.0-84954325794,,PK,minor,30.19679,71.47824,Multan,1437230
6,2-s2.0-84954325794,,PK,minor,30.85,72.31667,Punjab Province,85579866
1,2-s2.0-85033190267,,NG,major,10.0,8.0,Federal Republic of Nigeria,154000000.0
0,2-s2.0-85033190267,,NG,minor,5.2761,8.2906,Eastern Nigeria Development Corporation Calaro Estate,0.0
0,2-s2.0-85043701357,,,,,,,
0,2-s2.0-85043486667,,,,,,,
0,2-s2.0-85026381388,,,,,,,
0,2-s2.0-85038630917,,,,,,,
0,2-s2.0-85021798543,,,,,,,
0,2-s2.0-85020282430,,CN,major,35.0,105.0,People’s Republic of China,1330044000
0,2-s2.0-85019053214,,IN,major,22.0,79.0,Republic of India,1173108018
1,2-s2.0-85019053214,,IN,major,22.0,79.0,Republic of India,1173108018
2,2-s2.0-85019053214,,IN,minor,20.5,84.41667,State of Odisha,41974218
3,2-s2.0-85019053214,,IN,minor,20.5,84.41667,State of Odisha,41974218
0,2-s2.0-85025071130,,,,,,,
0,2-s2.0-85028969147,,,,,,,
0,2-s2.0-84997080489,,KR,major,36.5,127.75,Republic of Korea,48422644
1,2-s2.0-84997080489,,KR,major,36.5,127.75,Republic of Korea,48422644
2,2-s2.0-84997080489,,IQ,minor,31.0381,47.29445,‘Aslān,0
1,2-s2.0-84996843111,,IQ,major,33.0,44.0,Republic of Iraq,29671605.0
0,2-s2.0-84996843111,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
0,2-s2.0-84973915666,,CN,major,35.0,105.0,People’s Republic of China,1330044000
0,2-s2.0-84940857435,,,,,,,
0,2-s2.0-84934945855,,,,,,,
0,2-s2.0-84923108133,,,,,,,
0,2-s2.0-84919742448,,,,,,,
0,2-s2.0-84930249194,,,,,,,
0,2-s2.0-84921318461,,ID,major,-5.0,120.0,Republic of Indonesia,242968342
1,2-s2.0-84921318461,,ID,major,-5.0,120.0,Republic of Indonesia,242968342
0,2-s2.0-84904247365,,,,,,,
0,2-s2.0-84903388528,,,,,,,
5,2-s2.0-84904329316,,IN,major,22.0,79.0,Republic of India,1173108018.0
0,2-s2.0-84904329316,,IN,minor,26.08333,94.5,State of Nāgāland,1978502.0
1,2-s2.0-84904329316,,IN,minor,26.08333,94.5,State of Nāgāland,1978502.0
2,2-s2.0-84904329316,,PH,minor,18.11667,121.4,Flora,17391.0
3,2-s2.0-84904329316,,PH,minor,18.11667,121.4,Flora,17391.0
4,2-s2.0-84904329316,,IN,minor,25.67467,94.11099,Kohima,92113.0
0,2-s2.0-84887834621,,ID,major,-5.0,120.0,Republic of Indonesia,242968342
1,2-s2.0-84887834621,,ID,major,-5.0,120.0,Republic of Indonesia,242968342
2,2-s2.0-84887834621,,ID,major,-5.0,120.0,Republic of Indonesia,242968342
0,2-s2.0-84884754300,,CN,major,35.0,105.0,People’s Republic of China,1330044000
0,2-s2.0-84881650408,,,,,,,
0,2-s2.0-84861631340,,IN,major,22.0,79.0,Republic of India,1173108018
1,2-s2.0-84861631340,,IN,minor,12.41667,75.75,Kodagu,554519
2,2-s2.0-84861631340,,IN,minor,12.41667,75.75,Kodagu,554519
0,2-s2.0-84874774299,,,,,,,
1,2-s2.0-84875534230,,CN,major,35.0,105.0,People’s Republic of China,1330044000.0
0,2-s2.0-84875534230,,CN,minor,22.08829,101.0248,Xishuangbanna Daizu Zizhizhou,0.0
0,2-s2.0-84879590643,,,,,,,
4,2-s2.0-84868682035,,IQ,major,33.0,44.0,Republic of Iraq,29671605.0
0,2-s2.0-84868682035,,,minor,29.84064,89.29688,Asia,3812366000.0
1,2-s2.0-84868682035,,CN,minor,35.0,105.0,People’s Republic of China,1330044000.0
2,2-s2.0-84868682035,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
3,2-s2.0-84868682035,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
0,2-s2.0-84859748629,,,,,,,
1,2-s2.0-80052155786,,CN,major,35.0,105.0,People’s Republic of China,1330044000.0
0,2-s2.0-80052155786,,CN,minor,27.66667,111.75,Hunan Sheng,66980000.0
0,2-s2.0-78449271428,,,,,,,
0,2-s2.0-84857632904,,,,,,,
1,2-s2.0-84929133146,,ID,major,-5.0,120.0,Republic of Indonesia,242968342.0
0,2-s2.0-84929133146,,ID,minor,-6.75,107.5,Jawa Barat,45278744.0
0,2-s2.0-34548829960,,,,,,,
0,2-s2.0-33846197007,,,,,,,
1,2-s2.0-33744477629,,HK,major,22.25,114.16667,Hong Kong Special Administrative Region,6898686.0
0,2-s2.0-33744477629,,HK,minor,22.27832,114.17469,Hong Kong,7012738.0
0,2-s2.0-1642287704,,PH,major,13.0,122.0,Republic of the Philippines,99900177
1,2-s2.0-1642287704,,PH,minor,16.41639,120.59306,Baguio,272714
0,2-s2.0-0036036046,,CN,major,35.0,105.0,People’s Republic of China,1330044000
0,2-s2.0-0034537249,,,,,,,
0,2-s2.0-0344144276,,,,,,,
0,2-s2.0-0028317379,,NP,major,28.0,84.0,Federal Democratic Republic of Nepal,28951852
1,2-s2.0-0028317379,,NP,minor,27.70169,85.3206,Kathmandu,1442271
0,2-s2.0-0028190805,,NP,major,28.0,84.0,Federal Democratic Republic of Nepal,28951852
1,2-s2.0-0028190805,,NP,minor,27.70169,85.3206,Kathmandu,1442271
0,2-s2.0-0024920079,,,,,,,
0,2-s2.0-0642317679,,IN,major,22.0,79.0,Republic of India,1173108018
1,2-s2.0-0642317679,,IN,minor,31.91667,77.25,State of Himāchal Pradesh,6864602
0,2-s2.0-85042924557,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
0,2-s2.0-85021809348,,,,,,,
0,2-s2.0-85018176101,,IN,major,22.0,79.0,Republic of India,1173108018
1,2-s2.0-85018176101,,IN,major,22.0,79.0,Republic of India,1173108018
2,2-s2.0-85018176101,,IN,minor,27.25,80.75,Uttar Pradesh,199812341
3,2-s2.0-85018176101,,IN,minor,27.18333,78.01667,Agra,1430055
0,2-s2.0-85020006513,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
1,2-s2.0-85020006513,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
2,2-s2.0-85020006513,,PK,minor,30.19679,71.47824,Multan,1437230
1,2-s2.0-85019838724,,IN,major,22.0,79.0,Republic of India,1173108018.0
0,2-s2.0-85019838724,,IN,minor,14.66667,75.83333,State of Karnataka,61095297.0
0,2-s2.0-84975122339,,IN,major,22.0,79.0,Republic of India,1173108018
0,2-s2.0-84957866440,,IN,major,22.0,79.0,Republic of India,1173108018
1,2-s2.0-84957866440,,IN,minor,10.2,77.5,Palni Hills,0
2,2-s2.0-84957866440,,IN,minor,10.2,77.5,Palni Hills,0
0,2-s2.0-84944738828,,IN,major,22.0,79.0,Republic of India,1173108018
1,2-s2.0-84944738828,,IN,major,22.0,79.0,Republic of India,1173108018
0,2-s2.0-84919951109,,,,,,,
0,2-s2.0-84930346775,,,,,,,
0,2-s2.0-84929138359,,,,,,,
4,2-s2.0-84893137209,,MY,major,2.5,112.5,Malaysia,28274729.0
0,2-s2.0-84893137209,,MY,minor,2.5,113.5,Sarawak,2420009.0
1,2-s2.0-84893137209,,MY,minor,4.68333,114.98333,Kampung Berawan Besai,0.0
2,2-s2.0-84893137209,,MY,minor,4.68333,114.98333,Kampung Berawan Besai,0.0
3,2-s2.0-84893137209,,MY,minor,3.76667,114.23333,Loagan Bunut,0.0
0,2-s2.0-84901408302,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
1,2-s2.0-84901408302,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
2,2-s2.0-84901408302,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
3,2-s2.0-84901408302,,PK,minor,30.19679,71.47824,Multan,1437230
0,2-s2.0-84922518562,,IN,major,22.0,79.0,Republic of India,1173108018
1,2-s2.0-84922518562,,IN,minor,15.83333,79.75,State of Andhra Pradesh,49386799
0,2-s2.0-84911969013,,,,,,,
0,2-s2.0-84888132109,,,minor,29.84064,89.29688,Asia,3812366000
1,2-s2.0-84888132109,,CN,major,35.0,105.0,People’s Republic of China,1330044000
2,2-s2.0-84888132109,,IQ,minor,31.0381,47.29445,‘Aslān,0
3,2-s2.0-84888132109,,CN,minor,19.2,109.7,Hainan Dao,0
0,2-s2.0-84892705081,,MY,major,2.5,112.5,Malaysia,28274729
1,2-s2.0-84892705081,,MY,minor,4.0,102.0,Peninsular Malaysia,0
0,2-s2.0-84880626483,,,,,,,
0,2-s2.0-84872782462,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
1,2-s2.0-84872782462,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
2,2-s2.0-84872782462,,MM,minor,21.0,96.0,Union of Burma,53414374
0,2-s2.0-84874217118,,,,,,,
3,2-s2.0-84878321316,,IQ,major,33.0,44.0,Republic of Iraq,29671605.0
4,2-s2.0-84878321316,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-84878321316,,TH,major,15.5,101.0,Kingdom of Thailand,67089500.0
1,2-s2.0-84878321316,,US,minor,40.68149,-73.83652,Queens,2272771.0
2,2-s2.0-84878321316,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
0,2-s2.0-84866541086,,,minor,29.84064,89.29688,Asia,3812366000
1,2-s2.0-84866541086,,,minor,29.84064,89.29688,Asia,3812366000
2,2-s2.0-84866541086,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
3,2-s2.0-84866541086,,TH,minor,13.86667,100.43333,Khlong Bang Phai,0
0,2-s2.0-84860520116,,,,,,,
0,2-s2.0-84864189982,,,,,,,
2,2-s2.0-84861734843,,IN,major,22.0,79.0,Republic of India,1173108018.0
0,2-s2.0-84861734843,,IN,minor,12.41667,75.75,Kodagu,554519.0
1,2-s2.0-84861734843,,IN,minor,11.07284,77.01739,The South India Textile Research Association (SITRA),0.0
2,2-s2.0-82955241396,,IN,major,22.0,79.0,Republic of India,1173108018.0
0,2-s2.0-82955241396,,,minor,29.84064,89.29688,Asia,3812366000.0
1,2-s2.0-82955241396,,IN,minor,14.66667,75.83333,State of Karnataka,61095297.0
0,2-s2.0-79961043468,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
1,2-s2.0-79961043468,,PK,minor,30.19679,71.47824,Multan,1437230
0,2-s2.0-79958013727,,IN,major,22.0,79.0,Republic of India,1173108018
1,2-s2.0-79958013727,,IN,minor,30.0,75.0,Punjab Plains,0
0,2-s2.0-79953117040,,,,,,,
0,2-s2.0-67249157188,,IN,major,22.0,79.0,Republic of India,1173108018
0,2-s2.0-60749116362,,IN,major,22.0,79.0,Republic of India,1173108018
0,2-s2.0-60749123645,,,,,,,
0,2-s2.0-67649188214,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
0,2-s2.0-57949108594,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
1,2-s2.0-57949108594,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
2,2-s2.0-57949108594,,PK,minor,30.19679,71.47824,Multan,1437230
0,2-s2.0-57549097795,,,,,,,
3,2-s2.0-41149104404,,IQ,major,33.0,44.0,Republic of Iraq,29671605.0
0,2-s2.0-41149104404,,VN,minor,16.16667,107.83333,Socialist Republic of Vietnam,89571130.0
1,2-s2.0-41149104404,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
2,2-s2.0-41149104404,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
0,2-s2.0-33646125850,,,,,,,
0,2-s2.0-33846172692,,,,,,,
0,2-s2.0-33745870460,,IN,major,22.0,79.0,Republic of India,1173108018
0,2-s2.0-13244278295,,,,,,,
0,2-s2.0-7044226462,,,,,,,
0,2-s2.0-0041847162,,IN,major,22.0,79.0,Republic of India,1173108018
0,2-s2.0-0035170374,,,,,,,
0,2-s2.0-0035030457,,,,,,,
0,2-s2.0-0035693575,,,,,,,
3,2-s2.0-0034955130,,IN,major,22.0,79.0,Republic of India,1173108018.0
0,2-s2.0-0034955130,,SN,minor,14.5,-14.25,Republic of Senegal,12323252.0
1,2-s2.0-0034955130,,IN,minor,28.65195,77.23149,Delhi,10927986.0
2,2-s2.0-0034955130,,IN,minor,26.58333,73.83333,State of Rājasthān,68548437.0
0,2-s2.0-0035161753,,IN,major,22.0,79.0,Republic of India,1173108018
1,2-s2.0-0035161753,,IN,major,22.0,79.0,Republic of India,1173108018
2,2-s2.0-0035161753,,IN,minor,26.83928,80.92313,Lucknow,2472011
0,2-s2.0-84953160368,,IN,major,22.0,79.0,Republic of India,1173108018
1,2-s2.0-84953160368,,IN,minor,29.15394,75.72294,Hisar,296436
0,2-s2.0-18544373251,,,,,,,
0,2-s2.0-0022173106,,,minor,29.84064,89.29688,Asia,3812366000
1,2-s2.0-0022173106,,ID,major,-5.0,120.0,Republic of Indonesia,242968342
2,2-s2.0-0022173106,,ID,minor,-4.33333,120.25,Provinsi Sulawesi Selatan,8034776
3,2-s2.0-0022173106,,ID,minor,-4.33333,120.25,Provinsi Sulawesi Selatan,8034776
0,2-s2.0-84929136894,,,,,,,
0,2-s2.0-2142815252,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
1,2-s2.0-2142815252,,PK,minor,31.41554,73.08969,Faisalabad,2506595
0,2-s2.0-85038914451,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
1,2-s2.0-85038914451,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
0,2-s2.0-84929627459,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
0,2-s2.0-84925600912,,,,,,,
0,2-s2.0-85002652931,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
0,2-s2.0-84874440990,,IL,major,31.5,34.75,State of Israel,7353985
0,2-s2.0-84871752933,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
1,2-s2.0-84871752933,,PK,minor,30.19679,71.47824,Multan,1437230
0,2-s2.0-84870474631,,,,,,,
0,2-s2.0-78649363856,,IN,major,22.0,79.0,Republic of India,1173108018
1,2-s2.0-78649363856,,IN,minor,14.66667,75.83333,State of Karnataka,61095297
0,2-s2.0-78149307633,,,,,,,
0,2-s2.0-77952747338,,,,,,,
0,2-s2.0-77953112346,,,,,,,
0,2-s2.0-33745817426,,,,,,,
0,2-s2.0-0036949370,,SD,major,16.0,30.0,Republic of the Sudan,35000000
0,2-s2.0-0028601075,,,,,,,
0,2-s2.0-4344624189,,,,,,,
1,2-s2.0-0003244198,,IN,major,22.0,79.0,Republic of India,1173108018.0
0,2-s2.0-0003244198,,IN,minor,17.68009,83.20161,Visakhapatnam,1063178.0
0,2-s2.0-84995111432,,,,,,,
0,2-s2.0-84995106312,,,,,,,
0,2-s2.0-34347361400,,,,,,,
0,2-s2.0-84856833506,,AR,major,-34.0,-64.0,Argentine Republic,41343201
0,2-s2.0-84962423455,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-79958793752,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-79958793752,,BR,minor,-23.5475,-46.63611,São Paulo,10021295
0,2-s2.0-34347372694,,,,,,,
0,2-s2.0-84876896262,,,,,,,
0,2-s2.0-79952707410,,,,,,,
0,2-s2.0-79956080141,,,,,,,
0,2-s2.0-78650947887,,,,,,,
2,2-s2.0-84955212902,,IT,major,42.83333,12.83333,Repubblica Italiana,60340328.0
0,2-s2.0-84955212902,,GH,major,8.1,-1.2,Republic of Ghana,24339838.0
1,2-s2.0-84955212902,,IT,minor,44.76695,8.86505,Cassano Spinola,1793.0
0,2-s2.0-85008324673,,,,,,,
1,2-s2.0-84920594754,,PH,major,13.0,122.0,Republic of the Philippines,99900177.0
0,2-s2.0-84920594754,,PH,minor,18.11667,121.4,Flora,17391.0
3,2-s2.0-84887921817,,PH,major,13.0,122.0,Republic of the Philippines,99900177.0
4,2-s2.0-84887921817,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330.0
5,2-s2.0-84887921817,,FR,major,46.0,2.0,Republic of France,64768389.0
0,2-s2.0-84887921817,,BR,minor,-21.1775,-47.81028,Ribeirão Preto,619746.0
1,2-s2.0-84887921817,,PH,minor,18.11667,121.4,Flora,17391.0
2,2-s2.0-84887921817,,FR,minor,48.86918,2.33852,Paris 02 Ancien - Quartier Feydeau,0.0
2,2-s2.0-84857881708,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-84857881708,,US,minor,40.68149,-73.83652,Queens,2272771.0
1,2-s2.0-84857881708,,US,minor,40.68149,-73.83652,Queens,2272771.0
0,2-s2.0-76149136694,,,,,,,
0,2-s2.0-66349111407,,,,,,,
0,2-s2.0-84921021794,,,,,,,
0,2-s2.0-77952570039,,AR,major,-34.0,-64.0,Argentine Republic,41343201
2,2-s2.0-85015664925,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330.0
3,2-s2.0-85015664925,,NL,major,52.25,5.75,Kingdom of the Netherlands,16645000.0
0,2-s2.0-85015664925,,NL,minor,52.96906,5.77246,De Fryske Marren,51415.0
1,2-s2.0-85015664925,,BR,minor,-15.48866,-44.35988,Januária,34811.0
0,2-s2.0-85017113848,,MY,major,2.5,112.5,Malaysia,28274729
0,2-s2.0-85026746863,,,,,,,
0,2-s2.0-84897412113,,UG,major,1.25,32.5,Republic of Uganda,33398682
1,2-s2.0-84897412113,,UG,major,1.25,32.5,Republic of Uganda,33398682
2,2-s2.0-84897412113,,PA,minor,9.0,-80.0,Republic of Panama,3410676
3,2-s2.0-84897412113,,ID,minor,-5.0,120.0,Republic of Indonesia,242968342
0,2-s2.0-84891662910,,KE,major,1.0,38.0,Republic of Kenya,40046566
1,2-s2.0-84891662910,,MZ,minor,-18.25,35.0,Republic of Mozambique,22061451
2,2-s2.0-84891662910,,KE,minor,0.334,34.797,Kakamega,1660651
0,2-s2.0-85002760139,,MY,major,2.5,112.5,Malaysia,28274729
1,2-s2.0-85002760139,,MY,major,2.5,112.5,Malaysia,28274729
2,2-s2.0-85002760139,,MY,minor,5.33333,102.0,Kelantan,1635000
0,2-s2.0-69849115893,,GH,major,8.1,-1.2,Republic of Ghana,24339838
0,2-s2.0-84984782934,,KH,major,13.0,105.0,Kingdom of Cambodia,14453680
1,2-s2.0-84984782934,,KH,major,13.0,105.0,Kingdom of Cambodia,14453680
2,2-s2.0-84984782934,,KH,major,13.0,105.0,Kingdom of Cambodia,14453680
3,2-s2.0-84984782934,,LA,major,18.0,105.0,Lao People’s Democratic Republic,6368162
4,2-s2.0-84984782934,,LA,major,18.0,105.0,Lao People’s Democratic Republic,6368162
5,2-s2.0-84984782934,,LA,major,18.0,105.0,Lao People’s Democratic Republic,6368162
6,2-s2.0-84984782934,,TH,minor,15.5,101.0,Kingdom of Thailand,67089500
7,2-s2.0-84984782934,,CM,minor,6.0,12.5,Republic of Cameroon,19294149
8,2-s2.0-84984782934,,DE,minor,53.22412,12.78465,Schwarz,427
1,2-s2.0-85007048964,,MX,major,23.0,-102.0,Mexico,112468855.0
0,2-s2.0-85007048964,,MX,minor,32.60435,-115.0938,Ejido Yucatán,1628.0
0,2-s2.0-73949138479,,,,,,,
0,2-s2.0-84904182035,,,,,,,
1,2-s2.0-46649109951,,TR,major,39.0,35.0,Republic of Turkey,77804122.0
0,2-s2.0-46649109951,,TR,minor,36.96715,30.85696,Perge,0.0
0,2-s2.0-84874605579,,,,,,,
1,2-s2.0-84856966007,,PH,major,13.0,122.0,Republic of the Philippines,99900177.0
0,2-s2.0-84856966007,,PH,minor,18.11667,121.4,Flora,17391.0
0,2-s2.0-80052105065,,,,,,,
0,2-s2.0-85021099589,,,,,,,
0,2-s2.0-84884241087,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-84921500430,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-84939523040,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-84939523040,,US,minor,41.4036,-95.01388,Atlantic,6833.0
0,2-s2.0-4444342198,,PA,major,9.0,-80.0,Republic of Panama,3410676
0,2-s2.0-85019098863,,,,,,,
0,2-s2.0-84940451166,,,,,,,
0,2-s2.0-84939218752,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-84939218752,,BR,minor,-23.5475,-46.63611,São Paulo,10021295
2,2-s2.0-84939218752,,US,minor,41.4036,-95.01388,Atlantic,6833
0,2-s2.0-84922705419,,,,,,,
0,2-s2.0-84921479065,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-84921479065,,BR,minor,-18.64722,-48.18722,Araguari,96565
0,2-s2.0-84901788533,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-84901788533,,BR,minor,-18.64722,-48.18722,Araguari,96565
0,2-s2.0-17844370816,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
