,EID,confidence,countryCode,focus,lat,lon,name,population
1,2-s2.0-19544369926,,NC,major,-21.5,165.5,Nouvelle-Calédonie,216494
2,2-s2.0-19544369926,,NC,major,-21.5,165.5,Nouvelle-Calédonie,216494
3,2-s2.0-19544369926,,AU,minor,-25.0,135.0,Commonwealth of Australia,21515754
0,2-s2.0-5144235210,,,,,,,
0,2-s2.0-12744255045,,CA,major,60.10867,-113.64258,Canada,33679000
1,2-s2.0-12744255045,,CA,minor,53.99983,-125.0032,British Columbia,4413973
2,2-s2.0-12744255045,,CA,minor,49.24966,-123.11934,Vancouver,600000
0,2-s2.0-5344278293,,CR,major,10.0,-84.0,Republic of Costa Rica,4516220
0,2-s2.0-4444345545,,,,,,,
0,2-s2.0-2542484715,,,,,,,
1,2-s2.0-2542486608,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754.0
0,2-s2.0-2542486608,,AU,minor,-42.0,147.0,State of Tasmania,495354.0
0,2-s2.0-3342942728,,AT,major,47.33333,13.33333,Republic of Austria,8205000
1,2-s2.0-3342942728,,AT,major,47.33333,13.33333,Republic of Austria,8205000
1,2-s2.0-1842867076,,CO,major,4.0,-73.25,Republic of Colombia,47790000.0
0,2-s2.0-1842867076,,CO,minor,10.0,-74.66667,Tenerife,12550.0
0,2-s2.0-3142577184,,,,,,,
0,2-s2.0-2542451227,,,,,,,
0,2-s2.0-2542520875,,,minor,25.32417,-99.66797,Central America,154300000
1,2-s2.0-2542520875,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
2,2-s2.0-2542520875,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
3,2-s2.0-2542520875,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
4,2-s2.0-2542520875,,AU,minor,-20.0,145.0,State of Queensland,4332739
5,2-s2.0-2542520875,,AU,minor,-20.0,145.0,State of Queensland,4332739
1,2-s2.0-3142571309,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-3142571309,,US,minor,31.25044,-99.25061,Texas,22875689.0
0,2-s2.0-2342636924,,,,,,,
2,2-s2.0-2442444159,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-2442444159,,MX,major,23.0,-102.0,Mexico,112468855.0
1,2-s2.0-2442444159,,US,minor,41.4036,-95.01388,Atlantic,6833.0
0,2-s2.0-2342472674,,,,,,,
0,2-s2.0-2342589470,,CA,major,60.10867,-113.64258,Canada,33679000
0,2-s2.0-2342468095,,,,,,,
0,2-s2.0-32244445096,,,,,,,
0,2-s2.0-32244445196,,KE,major,1.0,38.0,Republic of Kenya,40046566
1,2-s2.0-32244445196,,KE,major,1.0,38.0,Republic of Kenya,40046566
2,2-s2.0-32244445196,,KE,minor,-3.563,39.644,Kilifi,1109735
3,2-s2.0-32244445196,,KE,minor,-1.835,38.451,Kitui,1012709
4,2-s2.0-32244445196,,KE,minor,-1.28333,36.81667,Nairobi,2750547
5,2-s2.0-32244445196,,KE,minor,-0.81667,38.18333,Katitika Sub-Location,0
0,2-s2.0-1942539862,,,,,,,
0,2-s2.0-32244436482,,KE,major,1.0,38.0,Republic of Kenya,40046566
1,2-s2.0-32244436482,,KE,minor,-2.99208,38.46188,Tsavo,0
0,2-s2.0-8344249565,,,,,,,
1,2-s2.0-1542379071,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-1542379071,,US,minor,37.25022,-119.75126,California,37691912.0
0,2-s2.0-1942441033,,,,,,,
0,2-s2.0-10644237981,,,,,,,
0,2-s2.0-3242688182,,,,,,,
0,2-s2.0-33645723787,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-33645723787,,BR,minor,-8.63333,-72.86667,Flora,0
2,2-s2.0-33645723787,,BR,minor,-23.42528,-51.93861,Maringá,311724
3,2-s2.0-33645723787,,BR,minor,-24.5,-51.33333,Paraná,10439601
3,2-s2.0-0346243717,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0346243717,,US,minor,42.00027,-93.50049,Iowa,2955010.0
1,2-s2.0-0346243717,,US,minor,42.00027,-93.50049,Iowa,2955010.0
2,2-s2.0-0346243717,,US,minor,42.03471,-93.61994,Ames,65060.0
0,2-s2.0-0347663911,,,,,,,
0,2-s2.0-0142010153,,JP,major,35.68536,139.75309,Japan,127288000
0,2-s2.0-0141871958,,,,,,,
1,2-s2.0-0042477666,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0042477666,,US,minor,44.5002,-114.25118,Idaho,1416564.0
0,2-s2.0-0242407355,,,,,,,
0,2-s2.0-0038026053,,,,,,,
0,2-s2.0-0037350987,,,,,,,
0,2-s2.0-0037286802,,FR,major,46.0,2.0,Republic of France,64768389
0,2-s2.0-0141838853,,DE,major,51.5,10.5,Federal Republic of Germany,81802257
0,2-s2.0-0344099117,,,,,,,
0,2-s2.0-0037168514,,,,,,,
0,2-s2.0-0036034325,,,,,,,
0,2-s2.0-0036034952,,AR,major,-34.0,-64.0,Argentine Republic,41343201
0,2-s2.0-0036727146,,,,,,,
1,2-s2.0-0036331021,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754.0
0,2-s2.0-0036331021,,AU,minor,-42.0,147.0,State of Tasmania,495354.0
0,2-s2.0-0036331880,,MU,major,-20.3,57.58333,Republic of Mauritius,1294104
1,2-s2.0-0036331880,,,minor,-10.0,70.0,Indian Ocean,0
0,2-s2.0-0036218831,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-0036166126,,,,,,,
0,2-s2.0-0036313493,,CN,major,35.0,105.0,People’s Republic of China,1330044000
1,2-s2.0-0036313493,,CN,minor,36.33333,118.25,Shandong Sheng,94170000
2,2-s2.0-0036313493,,CN,minor,36.33333,118.25,Shandong Sheng,94170000
3,2-s2.0-0036313493,,CN,minor,39.0,115.66667,Hebei Sheng,69890000
1,2-s2.0-0036563038,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330.0
0,2-s2.0-0036563038,,BR,minor,-22.98346,-43.19304,South American Copacabana Hotel,0.0
0,2-s2.0-0036319629,,,,,,,
0,2-s2.0-0036040597,,,,,,,
0,2-s2.0-33745926271,,,,,,,
2,2-s2.0-0036216699,,CA,major,60.10867,-113.64258,Canada,33679000.0
0,2-s2.0-0036216699,,CA,minor,54.0001,-106.00099,Saskatchewan,1006644.0
1,2-s2.0-0036216699,,CA,minor,54.0001,-106.00099,Saskatchewan,1006644.0
2,2-s2.0-0035682544,,CA,major,60.10867,-113.64258,Canada,33679000.0
0,2-s2.0-0035682544,,CA,minor,48.43294,-123.3693,Victoria,289625.0
1,2-s2.0-0035682544,,CA,minor,53.50009,-104.81765,Smeaton,0.0
0,2-s2.0-0035378097,,,,,,,
2,2-s2.0-0345774355,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754.0
3,2-s2.0-0345774355,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0345774355,,AU,minor,-33.0,146.0,State of New South Wales,6917658.0
1,2-s2.0-0345774355,,US,minor,38.92372,-75.5777,Harrington,3691.0
2,2-s2.0-0035703419,,PH,major,13.0,122.0,Republic of the Philippines,99900177.0
0,2-s2.0-0035703419,,PH,minor,18.11667,121.4,Flora,17391.0
1,2-s2.0-0035703419,,PH,minor,18.11667,121.4,Flora,17391.0
1,2-s2.0-0034770579,,IT,major,42.83333,12.83333,Repubblica Italiana,60340328.0
0,2-s2.0-0034770579,,IT,minor,41.89193,12.51133,Rome,2318895.0
0,2-s2.0-0034877359,,RU,major,60.0,100.0,Russian Federation,140702000
1,2-s2.0-0034877359,,RU,minor,59.99624,30.2409,Primorskiy Rayon,0
0,2-s2.0-0035037162,,,,,,,
0,2-s2.0-0035137436,,,,,,,
0,2-s2.0-0034954811,,,,,,,
0,2-s2.0-0034940185,,,,,,,
0,2-s2.0-0034802880,,,,,,,
0,2-s2.0-0035122135,,,,,,,
0,2-s2.0-0035539570,,,,,,,
0,2-s2.0-0035658949,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-0035658949,,US,minor,37.25022,-119.75126,California,37691912
2,2-s2.0-0035658949,,US,minor,38.54491,-121.74052,Davis,67666
3,2-s2.0-0035658949,,US,minor,38.25547,-121.43912,Cosumnes River,0
4,2-s2.0-0035658949,,US,minor,34.05978,-119.91039,Santa Cruz Island Airport (Abandoned),0
5,2-s2.0-0035658949,,TH,minor,13.79313,100.58765,Eurasia Bangkok,0
0,2-s2.0-0034457622,,,,,,,
1,2-s2.0-0034496219,,GR,major,39.0,22.0,Hellenic Republic,11000000.0
0,2-s2.0-0034496219,,GR,minor,36.41855,28.18365,Micsi,0.0
0,2-s2.0-0034564793,,US,major,39.76,-98.5,United States,310232863
0,2-s2.0-0034241695,,,,,,,
0,2-s2.0-0034525828,,,,,,,
0,2-s2.0-0034125962,,,,,,,
0,2-s2.0-0033864342,,,,,,,
2,2-s2.0-0034001404,,NZ,major,-42.0,174.0,New Zealand,4252277.0
0,2-s2.0-0034001404,,NZ,minor,-39.25,175.58333,Tongariro National Park,0.0
1,2-s2.0-0034001404,,NZ,minor,-41.1,175.9,Manuka,0.0
0,2-s2.0-0033865422,,ES,major,40.0,-4.0,Kingdom of Spain,46505963
0,2-s2.0-0034524537,,,,,,,
0,2-s2.0-0034408247,,,,,,,
3,2-s2.0-0033864634,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0033864634,,US,minor,37.25022,-119.75126,California,37691912.0
1,2-s2.0-0033864634,,US,minor,38.29714,-122.28553,Napa,80434.0
2,2-s2.0-0033864634,,US,minor,42.34941,-87.86179,Lake County,703462.0
0,2-s2.0-0033922045,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-0033922045,,US,minor,37.25022,-119.75126,California,37691912
2,2-s2.0-0033922045,,US,minor,33.0282,-116.77021,San Diego County,3095313
3,2-s2.0-0033922045,,US,minor,32.94143,-117.18253,Del Mar Mesa,0
0,2-s2.0-0034550846,,,,,,,
2,2-s2.0-0000912247,,JP,major,35.68536,139.75309,Japan,127288000.0
0,2-s2.0-0000912247,,JP,minor,27.0,142.16667,Bonin Islands,0.0
1,2-s2.0-0000912247,,,minor,35.0,160.0,Shatskiy Rise,0.0
1,2-s2.0-0033503042,,GR,major,39.0,22.0,Hellenic Republic,11000000.0
0,2-s2.0-0033503042,,GR,minor,36.45552,28.22049,Mediterranean,0.0
0,2-s2.0-0033512027,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-0033512027,,US,minor,42.00027,-93.50049,Iowa,2955010
2,2-s2.0-0033512027,,US,minor,42.00027,-93.50049,Iowa,2955010
3,2-s2.0-0033512027,,US,minor,42.03471,-93.61994,Ames,65060
0,2-s2.0-0033491486,,,,,,,
0,2-s2.0-0032706517,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
2,2-s2.0-18044398268,,PH,major,13.0,122.0,Republic of the Philippines,99900177.0
0,2-s2.0-18044398268,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754.0
1,2-s2.0-18044398268,,PH,minor,18.11667,121.4,Flora,17391.0
0,2-s2.0-0032949236,,,,,,,
1,2-s2.0-0007111298,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0007111298,,US,minor,31.00047,-92.0004,Louisiana,4515939.0
0,2-s2.0-0039441113,,,,,,,
0,2-s2.0-0033260418,,,,,,,
0,2-s2.0-0032950012,,,,,,,
1,2-s2.0-0344958878,,IN,major,22.0,79.0,Republic of India,1173108018.0
0,2-s2.0-0344958878,,IN,minor,12.97194,77.59369,Bengaluru,5104047.0
0,2-s2.0-0033260097,,IL,major,31.5,34.75,State of Israel,7353985
2,2-s2.0-0033037416,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0033037416,,US,minor,39.68478,-83.92965,Xenia,25976.0
1,2-s2.0-0033037416,,US,minor,39.68478,-83.92965,Xenia,25976.0
0,2-s2.0-0032407728,,,,,,,
0,2-s2.0-17944374263,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
1,2-s2.0-17944374263,,AU,minor,-42.87936,147.32941,Hobart,216656
2,2-s2.0-17944374263,,AU,minor,-42.0,147.0,State of Tasmania,495354
3,2-s2.0-17944374263,,AU,minor,-42.0,147.0,State of Tasmania,495354
4,2-s2.0-17944374263,,AQ,minor,-77.6,161.08333,Linnaeus Terrace,0
0,2-s2.0-0032452182,,,,,,,
0,2-s2.0-0031717825,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
1,2-s2.0-0031717825,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
2,2-s2.0-0031717825,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
3,2-s2.0-0031717825,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
4,2-s2.0-0031717825,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
5,2-s2.0-0031717825,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
6,2-s2.0-0031717825,,AU,minor,-20.0,145.0,State of Queensland,4332739
0,2-s2.0-0031824818,,NO,major,62.0,10.0,Kingdom of Norway,5009150
0,2-s2.0-0031833445,,,,,,,
0,2-s2.0-0031895366,,,,,,,
0,2-s2.0-0031783163,,,,,,,
0,2-s2.0-0031806551,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
0,2-s2.0-0032030301,,,,,,,
0,2-s2.0-0031895050,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-0031862701,,CA,major,60.10867,-113.64258,Canada,33679000.0
0,2-s2.0-0031862701,,CA,minor,55.00019,-97.00049,Manitoba,1193566.0
0,2-s2.0-0032413124,,MW,major,-13.5,34.0,Republic of Malawi,15447500
1,2-s2.0-0032413124,,MW,major,-13.5,34.0,Republic of Malawi,15447500
2,2-s2.0-0006404651,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754.0
0,2-s2.0-0006404651,,AU,minor,-33.0,146.0,State of New South Wales,6917658.0
1,2-s2.0-0006404651,,AU,minor,-31.8985,152.4346,Manning Valley Public School,0.0
3,2-s2.0-0031392489,,PH,major,13.0,122.0,Republic of the Philippines,99900177.0
0,2-s2.0-0031392489,,,minor,7.1881,21.09375,Africa,1031833000.0
1,2-s2.0-0031392489,,PH,minor,18.11667,121.4,Flora,17391.0
2,2-s2.0-0031392489,,,minor,87.0,80.0,Eurasia Basin,0.0
0,2-s2.0-0030767101,,,,,,,
0,2-s2.0-0001123237,,,,,,,
0,2-s2.0-0031489113,,,,,,,
0,2-s2.0-0040600556,,,,,,,
1,2-s2.0-17444380502,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754.0
0,2-s2.0-17444380502,,AU,minor,-25.0,122.0,State of Western Australia,2239170.0
0,2-s2.0-0031529042,,,,,,,
0,2-s2.0-0031426752,,,,,,,
0,2-s2.0-0002569313,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
0,2-s2.0-0030461208,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-0030461208,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
0,2-s2.0-5844362932,,MG,major,-20.0,47.0,Republic of Madagascar,21281844
0,2-s2.0-0030391880,,,,,,,
2,2-s2.0-0029861666,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0029861666,,CN,major,35.0,105.0,People’s Republic of China,1330044000.0
1,2-s2.0-0029861666,,US,minor,20.75028,-156.50028,Hawaii,1284220.0
0,2-s2.0-0346013582,,JP,major,35.68536,139.75309,Japan,127288000
1,2-s2.0-0346013582,,US,major,39.76,-98.5,United States,310232863
0,2-s2.0-0029750764,,,,,,,
1,2-s2.0-0030484867,,FR,major,46.0,2.0,Republic of France,64768389.0
0,2-s2.0-0030484867,,FR,minor,45.56111,6.25861,Aiton,1786.0
0,2-s2.0-0030301126,,NZ,major,-42.0,174.0,New Zealand,4252277
1,2-s2.0-0030301126,,NZ,minor,-39.0,177.0,Hawkes Bay,0
2,2-s2.0-0030301126,,NZ,minor,-39.0,177.0,Hawkes Bay,0
0,2-s2.0-0030480658,,,,,,,
0,2-s2.0-0029660101,,,,,,,
0,2-s2.0-0030434227,,ES,major,40.0,-4.0,Kingdom of Spain,46505963
1,2-s2.0-0030434227,,ES,minor,37.26638,-6.94004,Huelva,148806
1,2-s2.0-21344456667,,JP,major,35.68536,139.75309,Japan,127288000.0
0,2-s2.0-21344456667,,JP,minor,27.0,142.16667,Bonin Islands,0.0
0,2-s2.0-0028992969,,,,,,,
0,2-s2.0-0028247952,,,,,,,
0,2-s2.0-0028191369,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
0,2-s2.0-0028179183,,IL,major,31.5,34.75,State of Israel,7353985
1,2-s2.0-0028160036,,GB,major,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,62348447.0
0,2-s2.0-0028160036,,GB,minor,56.0,-4.0,Scotland,5404700.0
0,2-s2.0-0027954859,,,,,,,
3,2-s2.0-0028323714,,CA,major,60.10867,-113.64258,Canada,33679000.0
0,2-s2.0-0028323714,,IL,minor,32.81841,34.9885,Haifa,267300.0
1,2-s2.0-0028323714,,CA,minor,48.43294,-123.3693,Victoria,289625.0
2,2-s2.0-0028323714,,CA,minor,49.11638,-121.71925,Mount Mercer,0.0
0,2-s2.0-1042275685,,IT,major,42.83333,12.83333,Repubblica Italiana,60340328
0,2-s2.0-0028119046,,IN,major,22.0,79.0,Republic of India,1173108018
0,2-s2.0-0027944064,,,,,,,
0,2-s2.0-51249161976,,,,,,,
0,2-s2.0-0002910071,,,,,,,
0,2-s2.0-0027132804,,IL,major,31.5,34.75,State of Israel,7353985
1,2-s2.0-0027132804,,IL,minor,32.9,35.33333,Galilee,0
0,2-s2.0-0027829089,,,,,,,
0,2-s2.0-0027804249,,,,,,,
0,2-s2.0-0027143769,,,,,,,
0,2-s2.0-0027510869,,,,,,,
0,2-s2.0-0027133789,,,,,,,
0,2-s2.0-0027136558,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-0027136558,,US,minor,33.76696,-118.18923,Long Beach,474140
